Salary,Job Description,Location,Min_years_exp,Technical,Comm,Travel
84647,"The New York City Department of Environmental Protection (DEP) protects public health and the environment by supplying clean drinking water, collecting and treating wastewater, and reducing air, noise, and hazardous materials pollution. DEP is the largest combined municipal water and wastewater utility in the country, with nearly 6,000 employees. We deliver 1.1 billion gallons of high quality drinking water per day to 8.3 million New York City residents and more than 1 million people in Upstate New York, and we collect and treat an average of 1.3 billion gallons of wastewater per day. The Department of Environmental Protectionâ€™s (DEP) Bureau of Water and Sewer Operations (BWSO) is seeking a capable engineer to perform reviewing work in the Brooklyn Water and Sewer Local Records Office. The selected candidate, under direct supervision, will perform engineering tasks and decision making actions to assist engineers with the review and approval of engineering design drawings and applications to ensure compliance with the NYCDEP sewer and water design standards and relevant rules and regulations.  Tasks will include: managing and directing the Brooklyn Water & Sewer Permit Office with respect to their daily operations, advising staff and providing direction in the areas of all requirements and regulations governing House Connection applications (HCP), the on line WSPS permitting system, and record management.   Will also provide guidance on policy and oversee any observed problems.  Will ensure consistent policies and procedures are followed and eliminate any identified differences. Provide technical advice regarding water and sewer connection requirements to the applicants, provide technical direction to DEP staff. The selected candidate will also review plans and reports relative to the approval of HCP, complete check lists, spreadsheets, and correspondence resulting from the reviews, enter the pertinent data and results into the database, and provide information to filing professionals and the public regarding the proper approval. The candidate will interface with clients, consultants, other agencies, and technical staff.",East campus,5,2,2,0
86140,"The mission of the Bureau of Environmental Disease and Injury Prevention is to prevent environmental disease and injury in homes, communities, and the workplace, and to protect health by promoting healthy environments and health equity.  The Bureau is comprised of four Programs - Healthy Homes, Environmental Health Assessment and Communications, Poison Control Center, and Injury and Violence Prevention.   DUTIES WILL INCLUDE BUT NOT BE LIMITED TO:   â€¢	Conduct scientific research and serve as technical consultant and on environmental and occupational health issues to other staff in DOHMH, other City agencies, and the public.   â€¢	Review, develop, and evaluate program protocols to ensure they are consistent with: The latest scientific and technical information:  existing local, state, and federal regulations and guidelines, and proposed legislation.  â€¢	Assist with scientific research and investigation of contaminated consumer products as needed.  â€¢	Provide scientific research and support on the development and coordination of program initiatives; Assist the Program and Bureau with meeting initiative and project goals.  â€¢	Assist the bureau subject matter expert with scientific research on chemical and dust exposures from intentional or accidental environmental contaminant releases, including industrial accidents and natural disasters.  â€¢	Assist with data analysis and interpretation of environmental sample results.  â€¢	Develop and contribute to bureau reports, grant proposals, fact sheets/brochures, website updates, and other EDIP publications.  â€¢	Assist DOHMH and other city agencies by researching and reporting on emerging environmental health issues related to soil contamination in public areas, soil vapor intrusion into occupied buildings, and environmental contamination issues impacting schools and homes.   â€¢	Assist in environmental emergency preparedness and response, including: environmental field response; providing environmental science and industrial hygiene expertise; and conducting risk communication activities.   â€¢	Represent the Department at meetings with the public and government agencies on environmental and occupational health topics.  â€¢	Other duties as assigned",HQ,5,2,3,0
95508,"The New York City Department of Correction (DOC) provides for the care, custody, and control of persons accused of crimes or convicted and sentenced to one year or less of jail time.  The Department of Correction manages 11 inmate facilities, 8 of which are located on Rikers Island.  In addition, the Department operates two hospital Prison Wards (Bellevue and Elmhurst hospitals) and court holding facilities in each of the five borough.    The DOC seeks to recruit a Director of Data Analytics. The Director will be responsible for directing the analytic efforts of the department in support of policy, planning and strategic initiatives. The responsibilities of this leadership role include, but are not limited to, the following:  â€¢Overhauling agency reporting and analytic processes leveraging R, Python,    and related applications/languages â€¢ Planning and guiding quantitative analytic and research projects related to program    and policy evaluation â€¢ Providing technical support and training for the Data Analytics Team while supporting    employee development â€¢ Providing technical assistance to units throughout the Department in analysis and reporting â€¢ Analyzing databases to assess accessibility and accuracy and identifying opportunities    for new data sources â€¢ Identifying areas of concern and developing strategies to correct deficiencies or problems â€¢ Liaising with external partner and oversight agencies to further interagency projects and initiatives â€¢ Collaborating and managing relationships with external research vendors â€¢ Advising divisions on approaches and requirements for problem-solving related to data collection    and utilization â€¢ Developing tools and methods to support reproducible and automated reports and analyses  â€¢ Advising department divisions on data capabilities in support of various initiatives, projects,    and reports",West campus,1,2,3,0
50762,"The New York City Department of Environmental Protection (DEP) protects public health and the environment by supplying clean drinking water, collecting and treating wastewater, and reducing air, noise, and hazardous materials pollution. DEP is the largest combined municipal water and wastewater utility in the country, with nearly 6,000 employees. We deliver 1.1 billion gallons of high quality drinking water per day to 8.5 million New York City residents and more than 1 million people in Upstate New York, and we collect and treat an average of 1.3 billion gallons of wastewater per day.  Distribution's role in the Bureau is to ensure that potable water is delivered at the appropriate pressure and volume to consumers throughout the five boroughs. Within the Agency, distribution staff work closely with Bureau Field Operations, BWS Water Quality and BEDC providing engineering direction. The Distribution Section is responsible for the initiation of capital projects needed to maintain and improve the distribution system; in that role, engineers work closely with The BWSO Capital Planning Division. Outside the Agency, Distribution staff maintains close working relationships with other NYC Agencies, MTA, Con Edison and many other outside interest s whose activities affect water supply infrastructure. Plan review, advising on changes due to field conditions during construction and coordinating trunk main shutdowns play a large role in the sections activities. Distribution is responsible for the operation, maintenance and repair of valves and pressure regulators associated with the trunk main network and for response to large water main breaks, fires and other emergencies. The section also contains the Cross Connection Control and Hydraulic Flow Test Units.  Under supervision, perform duties related to the operations, maintenance, repair and inspection of facilities, equipment and lands related to the NYC aqueduct systems and its associated shafts. Operates motor vehicles and motor-powered equipment; performs related work. Maintains and cleans water distribution shafts, appurtenant properties, etc. Performs routine repair work to concrete paths, steps, maintenance painting, etc. Cleans shrubs, weeds, snow, refuse, etc. from shaft areas. Utilizes necessary power tools and equipment safely (e.g. power saws, drills, gate devices, pumps, etc.) Loads and stores material and/or equipment as required at headquarters facilities or in the field. Assists skilled trades of various disciplines. Operates motor vehicle and forklift in conjunction with general maintenance work. Takes water samples, monitors meter equipment, etc. with regard to water distribution activities. Keeps accurate logs of activities and prepares reports to supervisors.  PLEASE NOTE; ******IN ORDER TO BE CONSIDERED FOR AN INTERVIEW YOU MUST HAVE FILED FOR THE WATERSHED MAINTAINER EXAM 8032***** FILING PERIOD ENDS MARCH 27TH, 2018********************",East campus,1,1,3,0
144518,"The New York City Department of Design and Construction seeks a Director of STEAM Policy & Communications. The selected candidate will be responsible for DDCâ€™s Community Partnerships & STEAM Initiatives to support DDCâ€™s mission to â€œBuild for New Yorkâ€ and increase early learning opportunities for underrepresented students to learn about careers in the STEAM profession. DDC is committed to creating a pipeline of young people who, through their participation in DDCâ€™s various education programs, gain exposure to the many careers in the built environment and get on the path to acquire the skills necessary to build NYC for the 21st century global economy. Responsibilities include but are not limited to: developing STEAM educational programs, curricula, drafting press releases and STEAM-related content for the website, coordinating special events, leading enrichment activities; collaborating with internal and external partners; working with diverse middle school, high school, and college students. In addition, the Director will act as a liaison to city agency partners on STEAM policy and communication-related matters; coordinate media related events with the NYC Department of Education, the NYC Department of Youth and Community Development, as well as partnership development, community outreach and advocacy on STEAM-related matters. The Director will engage in STEAM-related grant writing, creating grant budgets and reports for funding partners, prepare agency annual reports, program evaluation reports, and STEAM-related responses, compile and manage program data metrics, create power point presentations, and draft speeches, articles, and white papers. The Director will also collaborate with the digital media strategy and creative services teams on various initiatives, including regular updating of the STEAM web page.",Southeast campus,1,3,3,0
42891,"The New York City Department of Environmental Protection (DEP) protects public health and the environment by supplying clean drinking water, collecting and treating wastewater, and reducing air, noise, and hazardous materials pollution. DEP is the largest combined municipal water and wastewater utility in the country, with nearly 6,000 employees. We deliver 1.1 billion gallons of high quality drinking water per day to 8.5 million New York City residents and more than 1 million people in Upstate New York, and we collect and treat an average of 1.3 billion gallons of wastewater per day.  The Bureau of Water & Sewer Operations seeks to hire 4 Engineering Technicians Level I  for the Division of Planning and Permitting. Under direct supervision, with little latitude for independent judgment, the selected candidates will perform engineering work of moderate difficulty and responsibility, but will not be limited to the following:  â€¢	Conduct objective and thorough field inspections throughout five boroughs to ensure methods of construction, and materials and workmanship used by the licensed plumbers or contractors fully conform to the current standards and specifications. â€¢	Maintain detailed and accurate records of inspections and reports, reports accurately on the events that transpire, secure and evaluate all facts and arrive at a sound conclusion. â€¢	Develop detailed knowledge of all application and permit procedures related to water and sewer connections and installations. â€¢	Review Permit Application,  inspections and installations within a duly specified period as per proper guidelines.  â€¢	Under supervision, perform office tasks such as filing management, weekly/monthly reports, and response the unitâ€™s phone line/email and takes messages as needed. â€¢	Driverâ€™s License valid in NYS required; must be comfortable operating a City vehicle.  ONLY THE CANDIDATES THAT ARE PERMANENT IN THE CIVIL SERVICE TITLE OF ENGINEERING TECHNICIAN, OR THOSE THAT HAD FILED FOR THE CIVIL SERVICE EXAM #9024 FOR THE TITLE OF ENGINEERING TECHNICIAN SHOULD APPLY.",Remote,1,2,4,0
66565,"The New York City Department of Environmental Protection (DEP) protects public health and the environment by supplying clean drinking water, collecting and treating wastewater, and reducing air, noise, and hazardous materials pollution. DEP is the largest combined municipal water and wastewater utility in the country, with nearly 6,000 employees. We deliver 1.1 billion gallons of high quality drinking water per day to 8.5 million New York City residents and more than 1 million people in Upstate New York, and we collect and treat an average of 1.3 billion gallons of wastewater per day.  New York City has approximately 140,000 catch basins, 114,000 hydrants, 90,000 valves, 14 gatehouses, 3 reservoirs, 68 groundwater wells, a 100-million-gallon underground storage tank and 7,000 miles each of both sanitary sewers and water mains. The responsibility of maintaining these vast networks falls under the Department of Environmental Protectionâ€™s Bureau of Water and Sewer Operations (BWSO).  The Bureau of Water & Sewer Operations is seeking to hire a Chief of Contract Support Unit within the Division of Contract Repairs & Maintenance, CMOM Compliance Section.  A candidate shall have extensive experience in civil engineering and possess a good knowledge and understanding of operations related to municipal wastewater systems and contract management. Preferable experience is in civil or environmental engineering with emphasis on operational aspects of sewer facilities and infrastructure. Knowledge of the contract management, including procurement and budget control is an important aspect of this position. At least 2 years of overall experience shall be verifiable experience in a supervisory capacity.   The selected candidate will supervise a group of civil engineers and technicians involved in investigations of the NYC sewer system with a goal to identify the system deficiencies and recommend remedial measures.  The Contract Support Unit is part of CMOM Compliance Section involved in continuous effort of maintaining NYC collection system infrastructure within the standards imposed by federal, state and local authorities and adhering to the strategies and procedures outlined in the EPAâ€™s Guide for Evaluating Capacity Management Operation and Maintenance (CMOM) at Collections Systems.  The responsibility of this position include, but not limited to:   â€¢	Directing engineers and technicians supervising city vendors who perform sewer inspections under sewer CCTV and cleaning contracts. These inspections are prompted by various adverse conditions, such as: sewer backups, sewer overflow or requests by various parties, public or private, to accommodate development or utility projects;  â€¢	Preparing and reviewing various reports, summarizing the above activities, including recommendations for corrective actions;   â€¢	Supervising and reviewing processing of payments;   â€¢	Developing, review and revise contractsâ€™ specifications;   â€¢	Overseeing and tracking contracts procurement process;   â€¢	Maintaining CMOM Management Information System to capture and analyze the data collected during CMOM operations and processing of payments;   â€¢	Properly managing the contractsâ€™ budgets; cooperate with other bureaus within DEP and other agencies and organizations to ensure steady and uninterrupted progress of work, etc.   Driving a city vehicle to the field sites will be required.",Remote,5,1,2,0
33863,"This position encompasses responsible work of varying degrees of difficulty and responsibility performed under the supervision of higher level staff and/or attorneys.  Under supervision, with latitude for independent initiative and judgment, the individual supervises and performs various types of duties including, but not limited to:  Being responsible for the day-to-day office operations of the Bronx Borough Offices. This includes supervising staff in the entry of data into the Law Departmentâ€™s electronic databases and in the processing of the Bronx Borough Officeâ€™s mail; overseeing and staffing the Borough Officeâ€™s clerical functions; ensuring proper and efficient functioning of all file room operations; tracking and maintaining the Borough Officeâ€™s emergency procedures and manuals; overseeing the approval of office-wide invoices; drafting and editing staff evaluations; fielding in-person and email inquiries regarding office-wide procedures and protocols; assisting in the creation and updating of the Borough Officeâ€™s performance charts; overseeing the ordering of office supplies; and overseeing room and equipment assignments.  Acting as a liaison between the Bronx Borough Office and the Law Department Operations, Facilities, Payroll, and IT staff.  Interacting with Law Department personnel, and the building management of 198 East 161st Street, and 851 and 1775 Grand Concourse, inclusive of outside vendors hired by the Law Department to resolve facility and equipment related malfunctions.   Some of the physical activities performed and environmental conditions experienced include lifting and carrying large boxes and/or heavy files; climbing stairs; transporting mail to the post office; and traveling throughout the City on all types of public transportation, and/or walking in all kinds of weather, often carrying heavy files.",HQ,4,2,2,0
93089,"The Commercial & Real Estate Litigation Division of the New York City Law Department seeks an experienced litigator to represent the City and related entities in complex commercial litigation matters. The Division handles matters involving numerous and diverse contractual arrangements touching upon virtually every function of City government, ranging from construction contracts with private companies to build or repair the City's infrastructure, to leases of important public properties, to contracts for critically needed goods and services. The division litigates in state and federal courts and before administrative tribunals, handling multi-million dollar disputes that often raise novel legal questions and analytical, investigative and strategic challenges.",East campus,1,1,3,0
139156,"The New York City Employeesâ€™ Retirement System seeks to hire a Director of Internal Audit, who will direct teams of auditors in the most complex and difficult financial, operational and managerial audits of the Agencyâ€™s IT systems, performed under Generally Accepted Government Auditing Standards (GAGAS).  The focus of this position centers on the careful, deliberate, imaginative and serious undertaking of defined work.  It requires the ability to determine and evaluate needs for audits. As well as an ability to focus directly on the knowledge base required for the task, a serious and disciplined approach, as well as a focus in the immediate work to be done.  â€¢	The director will set goals and schedules for the completion of audit assignments; instruct subordinates in the established rules and procedures, examine findings and provide general assistance to auditors.  Perform pre and post-implementation reviews of system implementations or enhancements.  â€¢	Evaluates general controls and provide value added feedback.  Test compliance with those controls.  â€¢	Oversees staff in the review of policies and procedures, such as change in management, business continuity planning, disaster recovery, and information security to ensure that controls surrounding these processes are adequate.    â€¢	Develops, builds and implement tools to analyze data to improve audit efficiency and effectiveness.  â€¢	Ensures that IT and business audit work performed, and relevant supporting documentation complies with professional auditing standards and adequately support conclusions reached.  â€¢	Develops and implements new systems and processes to enhance quality improvement.  â€¢	A disciplined, conscientious, hands-on approach is central to this job and it requires work that is high quality and precise.  Getting it done right with no mistakes is key to this position.",HQ,5,2,3,0
49786,"The New York City Department of Investigation (DOI) is one of the oldest law enforcement agencies in the country with a mission of combating municipal corruption. It serves the people of New York City by acting as an independent and nonpartisan watchdog for New York City government, City agencies, and City employees, vendors with City contracts, individuals and entities that receive City funds.  Squad 2 seeks a Confidential Investigator who will support the criminal and/or policy-driven investigations of the Inspector General overseeing the New York City Department of Social Services (â€œDSSâ€), which includes the Human Resources Administration and the Department of Homeless Services. DSS is the largest social services agency in the country employing over 16,000 people, administering over $9 billion in benefits annually, and managing the City's homeless population through contracted service providers. This is an entry-level investigative position. The Confidential Investigator will be a member of a DSS investigative team and will report to an Assistant Inspector General who will help guide the Confidential Investigator's work.  DSS criminal investigations include City employee-involved public assistance fraud and contract and procurement fraud. DSS policy investigations include homeless shelter safety, procurement vulnerabilities, and vendor management. Our law enforcement partners include the City's five District Attorney's Offices, the New York State Attorney General's Office, the U.S. Attorney's Offices (Southern and Eastern Districts), and other investigative and regulatory agencies including the FBI, EPA, and the U.S. Postal Inspection Service.  The Confidential Investigator is expected to: - Develop investigative plans and strategies, with guidance. - Identify, marshal, and analyze relevant evidence, including financial records, mobile telephone records, public assistance records, and other records derived from law-enforcement databases and City and State agencies. - Conduct interviews and take statements. - Plan and conduct field operations including physical surveillance, evidence seizures, and arrests. - Present cases to prosecutors.  - Collaborate with other law enforcement agencies and liaise with City agency staff and officials. - Produce written reports and internal memoranda of DOI findings and policy recommendations. - Develop a general understanding of Human Resources Administration and Department of Homeless Services policies and processes, including cash assistance, Supplemental Nutrition Assistance Program, Medicaid, rental assistance programs, and homeless diversion programs.  This position is ideally suited for a candidate who is interested in law enforcement and data-driven and records-intensive investigations. The candidate must be inquisitive, resourceful, and have the ability to analyze documents, records, and data to spot patterns and trends. The ideal candidate is also a solid writer who can adjust to the needs of his or her editors.",HQ,5,2,4,0
86495,"The Tort Division of the New York City Law Department is seeking an attorney to work on State Law Enforcement Defense Unit cases in the Borough of Brooklyn. Attorneys in this Unit specialize in the handling of matters arising from interactions between citizens and law enforcement officers in State Court. Attorneys handle these cases vertically, from pleadings through trial.   The selected attorney will work out of the Manhattan office at 100 Church Street, but will be assigned to a Brooklyn team, and will attending court in the Borough of Brooklyn.",West campus,1,3,4,0
81663,"Only candidates who are permanent in the Associate Project Manager title, those reachable on the current Open Competitive Exam #5013 or those who can provide proof of successful registration for the October 2018 Open Competitive Exam #9003 or Promotional Exam #9502 may apply. Failure to do so will result in your disqualification.   The NYC Department of Design and Construction, Division of Infrastructure is seeking Environmental Assessment Coordinators for the Coastal Resiliency Program. The selected candidates will be fully responsible for all aspects of environmental assessments and permitting work for the Program. Responsibilities include: providing overall management of the consultants; preparing task orders for Environmental Assessment Statements (EAS)/Environmental Impact Statement (EIS)/Uniform Land Use Review Procedure (ULURP) actions, and permitting; reviewing and approving submissions from the consultants and contractors for the EIS/EAS/ULURP, permit applications, Phase I and Phase II environmental assessment reports, environmental plans (i.e. field sampling plan, material handling plan, health and safety plan) for regulatory compliance as well as contract specifications; coordinating and interacting with all applicable Federal, State and Local agencies with pre-application meetings and public hearings; conducting and participating in progress meetings, and tracking status of EIS/EAS/ULURP and permit applications.  Candidates will oversee hazmat, soil, and water quality studies from project design through construction; prepare specifications and cost estimates for the project; conduct project site inspections; process monthly task order payments; and provide support to the Design and the Construction units in resolving issues.   *This is a grant-funded position. Your term of employment is dependent upon the availability of grant funding. However, is expected to be at least three years.",HQ,4,1,3,0
112674,"DoITT provides for the sustained, efficient and effective delivery of IT services, infrastructure and telecommunications to enhance service delivery to New York City's residents, businesses, employees and visitors. As the City's technology leader, DoITT is responsible for maintaining the foundational IT infrastructure and systems that touch every aspect of City life from public safety to human services, from education to economic development crossing the full spectrum of governmental operations.   The successful candidate will serve as a Project Manager for Public Safety reporting to the Emergency Communications Transformation Program. The Project Manager will manage a variety of projects encompassing application development, COTS, infrastructure, or a combination of each of these types of projects, in addition to providing senior level management support for the project delivery team and support functions.  Responsibilities will include: â€¢	Determine the project approach, resource requirements, team roles and responsibilities, and schedule; â€¢	Develop and review estimates and assumptions for the project's schedule, effort, and cost using established estimating models, best practices, and past experience; â€¢	Create project charter and scope statements, weekly status reports, risk and issues log and other project deliverables; â€¢	Manage projects throughout the entire assessment and development life-cycle, providing direction for project teams and monitoring the progress of deliverables and tasks; â€¢	Create and manage project, risk mitigation, and communication plans; â€¢	Plan, track, communicate with, and drive infrastructure solution; build and support resources; â€¢	Work closely with executive level leadership, as well as internal and external stakeholders; â€¢	Provide oversight and management of blended teams of independent IT consultants and staff; manage vendor relationships, including participating in the creation of RFPs, review/selection of vendors, contracts, etc.; â€¢	Ensure that staff and consultants adhere to the published PMO methodology and development standards defined for the PMO; â€¢	Engage in PMC-related functions including monitoring budget and ensuring that established communication plans, risk management, and similar processes are adhered to; â€¢	Define team member roles and expectations and ensure that project resources are used effectively; â€¢	Participate in the review of project artifacts including technical requirements, user experience design, architecture, testing and implementation documentation; â€¢	Develop training plans and future support needs; â€¢	Manage project close out and transition of all project artifacts and knowledge to agency staff prior to disengaging from a project; â€¢	Identify future support needs and work with appropriate units to assist the agency with articulating and requesting these resources; â€¢	Support and contribute to the Program's goal of ongoing process improvement, and adherence to Project Management Institute's PMBOK and DolTT published project methodologies; â€¢	Report to senior management within the Program, DoITT and stakeholder agencies on project status; â€¢	Support the Director of Project Management with managing PMO functions including: change requests, document and deliverable management, scheduling, reporting, etc.; â€¢	Address client concerns and escalate all project issues appropriately and manage them to resolution; â€¢	Other activities related to project management, as assigned.",HQ,1,3,3,5-10
63081,"PERMANENT Associate Contract Specialist are strongly encouraged to apply.  The New York City Department of Youth and Community Development (DYCD) invests in a network of community-based organizations and programs to alleviate the effects of poverty and to provide opportunities for New Yorkers and communities to flourish.   The Department of Youth and Community Developmentâ€™s Comprehensive Afterschool System of NYC (COMPASS) formerly known as the Out-of-School Time Program is comprised of over 900 programs serving young people enrolled in grades K-12. Through its network of providers, COMPASS Elementary offers high quality programs that offer a strong balance of academics, recreation, enrichment, and cultural activities that build 21st Century skills. COMPASS Elementary providers are awarded funds through a competitive Request For Proposal (RFP) process.   Today, with increased funding and commitment of Mayor de Blasio and his administration, COMPASS Elementary is projected to serve over 95,000 youth. Changed to COMPASS Elementary in 2014 to better name NYCâ€™s contribution to building an out-of-school time system providing services afterschool, during holidays, and in the summer. Under the supervision of a COMPASS Elementary Deputy Director, with latitude for the exercise of independent action and decision making, the Associate Contract Specialist will be responsible for monitoring over 20 sites and perform the following duties:   â€¢ Monitor and evaluate Community-Based Organization (CBO) COMPASS Elementary contractors.   â€¢ Review and approve program plans and budget modifications.   â€¢ Conduct site visits during late afternoon and early evening hours.   â€¢ Provide technical assistance and directs work improvement or corrective action for underperforming    CBO contractors.   â€¢ Participate in contract negotiations.   â€¢ Advance knowledge of COMPASS Elementary sites by providing technical assistance and sharing resources to    promote program quality.  â€¢ Provide technical expertise to contractors in the development stages of their contracts and    contract/budget modifications or amendments.  â€¢ Evaluate contract performance reports, as well as agency fiscal documents to ensure contract    compliance.   â€¢ Become proficient and provides training to CBOs on DYCD Connect, DYCDâ€™s innovative, web-based    program management system.   â€¢ Make summary reports to higher administrative levels along with recommendations to improve program    performance.   â€¢ Prepare standard reports as designated by higher management.   â€¢ Other projects and tasks as needed to support the COMPASS Elementary unit and its programs.",Remote,5,2,3,0
82100,"The NYC Department of Environmental Protection (DEP) enriches the environment and protects public health for all New Yorkers by providing 1.1 billion gallons of high quality drinking water, managing wastewater and storm water, and reducing air, noise, and hazardous materials pollution.  DEP is the largest combined municipal water and wastewater utility in the country, with nearly 6,000 employees.  DEP's water supply system is comprised of 19 reservoirs and 3 controlled lakes throughout the systemâ€™s 2,000 square mile watershed that extends 125 miles north and west of the City.  Under direction of the Chief of Groundwater and Pumping, with latitude for discretion and independent judgment, the selected candidate will serve as Operations Manager in the Bureau of Water and Sewer Operations, Division of Distribution Operations. Responsibilities include customarily performing assignments of managerial, administrative, professional and technical work of wide scope and complexity requiring knowledge, skill and abilities consistent with maintenance and repairs of the Bureauâ€™s Groundwater and Pumping Facilities as well as in depth knowledge and experience in the operation, maintenance and repair of wells, pumps, facilities and water treatment equipment; overseeing coordination of personnel, equipment and materials in response to chemical leaks, instrumentation breakdown and water quality conditions; reading and interpreting complex blueprints, maps sketches and related documents; implementing citywide policies and enforce standards operating; performing analytical techniques to identify chronic problem areas and making recommendations and/or suggestions to obtain solutions and maintaining compliance with all Health and Safety policies and procedures.  The DEPâ€™s Bureau of Water & Sewer Operations is seeking candidates for the Superintendent of Water and Sewer Systems position in the Distribution Operations-Groundwater and Pumping.",HQ,5,3,2,0
71279,"Please read this posting carefully to make certain you meet the qualification requirements before applying to this position.   Position Summary  The Senior Advisor provides the Executive Vice President for Leased Housing (EVP) with senior level management support and expert advice to improve the Leased Housing Departmentâ€™s (LHD) administration and delivery of rent subsidy services.  The successful candidate will serve as a policy analyst and writer; liaise with various departments; coordinate/follow up on various requests, projects and assignments.  Responsibilities include, but are not limited to the following:  1.	Assist EVP in identifying program business process improvements, increasing compliance with HUD regulations, and developing strategic plans. 2.	Research issues and prepare briefings; including the effects on existing policies, business practices and recommend solutions.  3.	Author clear, effective policy documents by conducting appropriate research and fact gathering; including coordinating with and receiving input from staff.  4.	Communicate with and respond to information requests from internal and external stakeholders, including but not limited to, the Performance Management and Analytics, Department of Communications, Office of the Inspector General, Housing and Urban Development and City Hall.  5.	Schedule meetings with external parties as needed to support or enhance program administration (i.e. DHS, HRA, etc.).  6.	Seek internal buy-in and support from key NYCHA staff on projects that will improve customer service (i.e. liaison with CCC and WIC).    7.	Maintain relationships with internal and external stakeholders; provide follow-up where needed.  8.	Participate in or manage special projects as requested by EVP.  9.	Perform other related duties as requested by EVP. 10.	Represent LHD on committees and subcommittees involved in special initiatives or projects where necessary.  Attend public forums or meetings involving the EVP, Chairman and/or Executive Staff.  Key Competencies  â€¢	Excellent Communicator - ability to communicate clearly, both written and verbal; to think on oneâ€™s feet with a calm and pleasant demeanor; to artfully influence and persuade, and to render diplomatic approaches while remaining focused on the agencyâ€™s goals and priorities.  â€¢	Partnership and Collaboration - establish a strong network of relationships among senior level staff across other City, State and Federal agencies and government and external stakeholders.  â€¢	Creative Problem Solver - develop innovative and impactful solutions that help address operational needs.  â€¢	Strategic - think strategically about trends and consequences.  â€¢	Multi-task and Goal Oriented - demonstrated ability to make timely and sound decisions/recommendations; establish priorities and successfully carry out multiple assignments, meeting critical deadlines and timeframes.",HQ,4,1,3,0
45858,"The New York City Department of Environmental Protection (DEP) protects public health and the environment by supplying clean drinking water, collecting and treating wastewater, and reducing air, noise, and hazardous materials pollution. DEP is the largest combined municipal water and wastewater utility in the country, with nearly 6,000 employees. We deliver 1.1 billion gallons of high quality drinking water per day to 8.5 million New York City residents and more than 1 million people in Upstate New York, and we collect and treat an average of 1.3 billion gallons of wastewater per day.  The Bureau of Water & Sewer Operations seeks to hire 5 Engineering Technicians Level I for the Division of Connections and Permitting, Review & Permitting Section, in five borough local Offices.   Under direct supervision, with little latitude for independent judgment, the selected candidates will perform engineering technician work such as the following:   â€¢	Develop detailed knowledge of all applications and permit procedures related to water and sewer connections and installations. â€¢	Reviews and interprets drawings and specifications â€¢	Maintains office records of drawings, plans, maps, surveys and inspection data. â€¢	Prepares reports, memos, and correspondence. â€¢	Assists surveyors by performing various tasks. â€¢	Makes copies of drawings, traces, inks, and letters drawings.       May supervise a small squad performing routine engineering technician work, â€¢	Addresses problems of frequent occurrence, extracts data from various sources, e.g., manuals, standard reference guides, field notes, reports, etc., and applies well-defined methods and       principles to resolve the problems. â€¢	Prepares oral and written reports as required  â€¢	Directs the standardization of drafting room and other technician procedures. â€¢	Reviews work of subordinates for quantity and quality. â€¢	Prepares work schedules and progress reports.   PLEASE NOTE**********************ONLY THOSE CANDIDATES  PERMANENT IN THE CIVIL SERVICE TITLE  OF ENGINEERING TECHNICIAN OR THOSE WHO FILED FOR THE CIVIL SERVICE ENGINEERING TECH EXAM # 9024 WILL BE CONSIDERED FOR AN INTERVIEW.   POSITIONS ARE AVAILABLE IN FIVE BOROUGHS LOCAL OFFICES.",Remote,1,2,3,0
57668,"TASK FORCE: 		FIRE, PARKS, AND SANITATION  UNIT: 		PARKS  JOB TITLE: 			Two (2) Assistant Analysts / Analysts / Senior Analysts  CONTROL CODE: 	FPS-19-01   SUMMARY:  The Mayorâ€™s Office of Management and Budget (OMB) is the City government's chief financial agency. OMB's staff of analysts and experts assembles and oversees the Mayorâ€™s expense and capital budgets, which fund the services and activities of approximately 70 City agencies.    OMBâ€™s Fire, Parks, and Sanitation Task Force is comprised of three units: The Fire Unit, the Sanitation Unit and the Parks Unit, which also includes oversight of the Landmarks Preservation Commission. Each Unit monitors the expense and capital budgets of its respective agencies, including developing cost reduction proposals, reviewing agency fiscal requests, and determining the budgetary impact of programmatic decisions.   The Parks Unit is responsible for providing funding and oversight for major Parks development projects, reviewing neighborhood parks and playgrounds reconstruction projects, and analyzing costs associated with the maintenance and operation of public spaces including beaches, boardwalks, pools, athletic fields, playgrounds, recreation centers, and citywide tree planting.   JOB DESCRIPTION:  The duties of this position encompass the following activities:   â€¢	Monitoring expenditures for the Department of Parks and Recreation (DPR) and the Landmarks Preservation Commission (LPC). â€¢	Reviewing DPR requests for capital funding and project design approval, including completion of Certificates to Proceed, Budget Code Modifications, and Commitment Plan changes. â€¢	Monitoring major capital program initiatives, including waterfront park construction, stadium development, and the conversion of industrial or landfill space to recreational uses. â€¢	Evaluating program performance in the Parks budget, including parks maintenance and cleaning, reconstruction of parks, playgrounds, ball fields, etc., planting of trees, rehabilitation of stadiums, recreation centers, and other facilities, as well as vehicle and equipment replacement. â€¢	Acquiring and maintaining detailed knowledge of DPR and LPC operations and programs. â€¢	Reviewing and making recommendations regarding funding and personnel requests. â€¢	Preparing annual budgets for DPR and LPC using City, Federal, State, and other funding. â€¢	Monitoring financial plans using the Financial Management System and other software. â€¢	Analyzing Federal, State, and Local legislation and regulations for fiscal impact on City parks. â€¢	Developing cost reduction programs.",West campus,1,5,3,0
